,code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,module_presentation_length,days_studied,activities_engaged,total_clicks,assessments_completed,average_assessment_score
21996,FFF,2013J,594280,F,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,-31.0,268.0,268,22.0,306.0,936.0,0.23076923076923078,56.333333333333336
21997,FFF,2013J,594291,M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,-87.0,268.0,268,39.0,334.0,1292.0,0.6923076923076923,70.11111111111111
21999,FFF,2013J,594326,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,120,N,Pass,-88.0,268.0,268,62.0,401.0,1524.0,0.9230769230769231,79.0
22000,FFF,2013J,594342,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,N,Fail,-58.0,268.0,268,38.0,278.0,1120.0,0.9230769230769231,65.41666666666667
22001,FFF,2013J,594359,F,North Western Region,Lower Than A Level,60-70%,0-35,0,60,N,Fail,-18.0,268.0,268,1.0,14.0,29.0,0.0,0.0
22002,FFF,2013J,594360,M,South East Region,HE Qualification,50-60%,0-35,0,60,N,Fail,-42.0,268.0,268,73.0,357.0,1404.0,0.3076923076923077,79.5
22003,FFF,2013J,594376,M,Scotland,HE Qualification,0-10%,0-35,0,90,N,Withdrawn,-50.0,230.0,268,40.0,269.0,825.0,0.46153846153846156,86.0
22004,FFF,2013J,594395,M,South East Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,-88.0,215.0,268,74.0,439.0,1458.0,0.38461538461538464,77.8
22005,FFF,2013J,594404,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,-30.0,268.0,268,89.0,588.0,2180.0,0.38461538461538464,59.2
22007,FFF,2013J,594454,M,East Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail,-84.0,268.0,268,3.0,40.0,95.0,0.07692307692307693,86.0
22008,FFF,2013J,594470,M,Scotland,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,-37.0,268.0,268,19.0,129.0,413.0,0.07692307692307693,76.0
22009,FFF,2013J,594505,M,London Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-88.0,268.0,268,41.0,387.0,1691.0,0.9230769230769231,76.58333333333333
22011,FFF,2013J,594510,M,East Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn,-79.0,46.0,268,8.0,40.0,99.0,0.0,0.0
22017,FFF,2013J,594615,M,Wales,Lower Than A Level,80-90%,35-55,0,90,N,Withdrawn,-49.0,167.0,268,18.0,113.0,369.0,0.07692307692307693,68.0
22018,FFF,2013J,594643,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,Fail,-88.0,268.0,268,22.0,120.0,401.0,0.23076923076923078,67.66666666666667
22019,FFF,2013J,594800,M,Scotland,HE Qualification,80-90%,0-35,0,60,N,Fail,-35.0,268.0,268,90.0,794.0,3675.0,0.3076923076923077,85.5
22021,FFF,2013J,594815,M,South West Region,Lower Than A Level,70-80%,0-35,0,120,N,Withdrawn,-87.0,189.0,268,52.0,258.0,1197.0,0.3076923076923077,62.75
22022,FFF,2013J,594823,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,Fail,-38.0,268.0,268,35.0,227.0,1042.0,0.9230769230769231,76.41666666666667
22023,FFF,2013J,594855,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,150,N,Pass,-50.0,268.0,268,119.0,768.0,2486.0,0.9230769230769231,65.75
22024,FFF,2013J,594894,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-30.0,268.0,268,68.0,345.0,1543.0,0.9230769230769231,76.16666666666667
22025,FFF,2013J,594956,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,150,Y,Withdrawn,-85.0,222.0,268,83.0,564.0,2233.0,0.6153846153846154,65.25
22026,FFF,2013J,594996,M,South Region,Lower Than A Level,40-50%,0-35,0,120,N,Withdrawn,-57.0,79.0,268,6.0,34.0,134.0,0.0,0.0
22028,FFF,2013J,595119,M,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,-57.0,67.0,268,25.0,155.0,358.0,0.07692307692307693,62.0
22029,FFF,2013J,595150,M,East Midlands Region,Lower Than A Level,10-20,0-35,0,120,N,Fail,-84.0,268.0,268,48.0,275.0,1329.0,0.8461538461538461,63.54545454545455
22030,FFF,2013J,595164,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,Y,Pass,-85.0,268.0,268,73.0,426.0,1536.0,0.9230769230769231,80.33333333333333
22032,FFF,2013J,595235,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,150,N,Fail,-74.0,268.0,268,55.0,405.0,1624.0,0.9230769230769231,67.41666666666667
22033,FFF,2013J,595246,M,North Western Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn,-85.0,97.0,268,23.0,153.0,445.0,0.07692307692307693,70.0
22034,FFF,2013J,595330,M,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass,-28.0,268.0,268,122.0,802.0,3867.0,0.9230769230769231,81.66666666666667
22036,FFF,2013J,595386,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,120,N,Pass,-84.0,268.0,268,72.0,711.0,3415.0,0.9230769230769231,72.91666666666667
22037,FFF,2013J,595428,M,North Western Region,HE Qualification,0-10%,35-55,0,150,N,Withdrawn,-84.0,92.0,268,52.0,427.0,1417.0,0.15384615384615385,88.5
22038,FFF,2013J,595477,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,150,N,Fail,-57.0,268.0,268,123.0,1003.0,4008.0,0.9230769230769231,65.16666666666667
22039,FFF,2013J,595483,M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,Fail,-42.0,268.0,268,47.0,237.0,583.0,0.23076923076923078,76.0
22040,FFF,2013J,595593,M,Wales,A Level or Equivalent,20-30%,0-35,0,60,Y,Fail,-52.0,268.0,268,59.0,584.0,3083.0,0.38461538461538464,60.2
22041,FFF,2013J,595649,M,London Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass,-15.0,268.0,268,24.0,145.0,961.0,0.9230769230769231,63.583333333333336
22042,FFF,2013J,595655,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,-83.0,268.0,268,132.0,657.0,2266.0,0.9230769230769231,83.91666666666667
22043,FFF,2013J,595676,M,London Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,-65.0,186.0,268,85.0,573.0,1724.0,0.46153846153846156,66.5
22047,FFF,2013J,595773,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,-29.0,73.0,268,49.0,278.0,806.0,0.15384615384615385,66.0
22049,FFF,2013J,595847,M,Wales,HE Qualification,0-10%,0-35,0,120,N,Distinction,-80.0,268.0,268,85.0,468.0,1652.0,0.9230769230769231,90.58333333333333
22051,FFF,2013J,595895,M,Ireland,Lower Than A Level,90-100%,0-35,0,120,N,Withdrawn,-53.0,44.0,268,8.0,55.0,152.0,0.0,0.0
22052,FFF,2013J,595915,F,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,240,N,Withdrawn,-67.0,53.0,268,11.0,106.0,328.0,0.07692307692307693,78.0
22053,FFF,2013J,595935,M,South Region,A Level or Equivalent,30-40%,0-35,0,120,N,Withdrawn,-81.0,65.0,268,38.0,272.0,880.0,0.3076923076923077,89.75
22054,FFF,2013J,595978,M,East Anglian Region,Lower Than A Level,90-100%,0-35,0,180,Y,Withdrawn,-67.0,66.0,268,40.0,189.0,580.0,0.07692307692307693,76.0
22056,FFF,2013J,596029,M,London Region,Lower Than A Level,20-30%,0-35,0,120,N,Fail,-79.0,268.0,268,14.0,108.0,336.0,0.07692307692307693,52.0
22057,FFF,2013J,596049,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn,-49.0,41.0,268,8.0,54.0,114.0,0.07692307692307693,76.0
22058,FFF,2013J,596125,M,South West Region,Lower Than A Level,50-60%,0-35,0,120,N,Fail,-62.0,268.0,268,23.0,196.0,800.0,0.38461538461538464,72.0
22059,FFF,2013J,596146,M,South East Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn,-73.0,93.0,268,40.0,292.0,1000.0,0.15384615384615385,66.0
22060,FFF,2013J,596147,M,North Western Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-74.0,268.0,268,188.0,1084.0,3975.0,0.9230769230769231,85.08333333333333
22061,FFF,2013J,596231,M,North Western Region,A Level or Equivalent,10-20,0-35,0,90,N,Withdrawn,-57.0,60.0,268,19.0,123.0,236.0,0.15384615384615385,87.0
22062,FFF,2013J,596266,M,South East Region,A Level or Equivalent,90-100%,0-35,0,90,N,Fail,-36.0,268.0,268,9.0,76.0,150.0,0.15384615384615385,53.0
22063,FFF,2013J,596296,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,90,Y,Fail,-66.0,268.0,268,10.0,124.0,295.0,0.15384615384615385,65.0
22064,FFF,2013J,596368,M,North Western Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,-59.0,268.0,268,107.0,796.0,3094.0,0.9230769230769231,77.66666666666667
22065,FFF,2013J,596369,M,South West Region,Lower Than A Level,10-20,0-35,0,90,N,Withdrawn,-28.0,234.0,268,30.0,194.0,470.0,0.3076923076923077,86.25
22066,FFF,2013J,596406,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,N,Fail,-45.0,268.0,268,57.0,340.0,1373.0,0.5384615384615384,72.71428571428571
22067,FFF,2013J,596490,M,London Region,Lower Than A Level,50-60%,35-55,0,120,N,Pass,-30.0,268.0,268,104.0,761.0,3590.0,0.9230769230769231,72.08333333333333
22068,FFF,2013J,596521,M,Scotland,A Level or Equivalent,20-30%,0-35,0,120,N,Fail,-25.0,268.0,268,40.0,188.0,831.0,0.9230769230769231,70.0
22069,FFF,2013J,596593,M,Scotland,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-56.0,268.0,268,160.0,783.0,3553.0,0.9230769230769231,82.16666666666667
22070,FFF,2013J,596624,M,South West Region,A Level or Equivalent,10-20,0-35,0,120,N,Fail,-63.0,268.0,268,27.0,139.0,399.0,0.15384615384615385,68.0
22071,FFF,2013J,596646,M,London Region,Lower Than A Level,40-50%,0-35,0,120,N,Pass,-65.0,268.0,268,79.0,345.0,1392.0,0.9230769230769231,68.0
22072,FFF,2013J,596691,M,South West Region,Lower Than A Level,50-60%,0-35,0,120,N,Fail,-79.0,268.0,268,7.0,32.0,56.0,0.07692307692307693,54.0
22073,FFF,2013J,596739,M,North Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,-74.0,151.0,268,42.0,274.0,901.0,0.23076923076923078,69.66666666666667
22074,FFF,2013J,596754,M,East Midlands Region,Lower Than A Level,10-20,35-55,0,60,N,Withdrawn,-53.0,95.0,268,54.0,608.0,2301.0,0.3076923076923077,80.25
22075,FFF,2013J,596756,M,South East Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,-53.0,268.0,268,124.0,702.0,3187.0,0.9230769230769231,74.41666666666667
22077,FFF,2013J,596829,M,East Anglian Region,A Level or Equivalent,30-40%,35-55,0,60,N,Withdrawn,-74.0,137.0,268,44.0,229.0,570.0,0.23076923076923078,36.666666666666664
22078,FFF,2013J,596858,M,Scotland,HE Qualification,60-70%,35-55,0,90,N,Withdrawn,-51.0,135.0,268,65.0,633.0,2418.0,0.3076923076923077,78.75
22079,FFF,2013J,596860,M,North Western Region,HE Qualification,30-40%,35-55,0,60,N,Pass,-43.0,268.0,268,64.0,636.0,3837.0,0.9230769230769231,74.66666666666667
22080,FFF,2013J,596938,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-53.0,268.0,268,45.0,444.0,2073.0,0.9230769230769231,78.25
22081,FFF,2013J,596981,M,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-22.0,268.0,268,74.0,558.0,2175.0,0.8461538461538461,76.54545454545455
22082,FFF,2013J,596982,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass,-65.0,268.0,268,122.0,859.0,3337.0,0.9230769230769231,82.83333333333333
22083,FFF,2013J,597074,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,240,N,Fail,-51.0,268.0,268,10.0,110.0,248.0,0.07692307692307693,86.0
22084,FFF,2013J,597098,M,Wales,Lower Than A Level,40-50%,0-35,0,120,N,Fail,-12.0,268.0,268,8.0,48.0,195.0,0.0,0.0
22085,FFF,2013J,597204,M,Scotland,HE Qualification,0-10%,0-35,0,60,N,Pass,-28.0,268.0,268,133.0,962.0,3765.0,0.9230769230769231,71.33333333333333
22087,FFF,2013J,597241,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,N,Distinction,-74.0,268.0,268,97.0,656.0,2683.0,0.9230769230769231,84.5
22088,FFF,2013J,597293,M,South Region,Lower Than A Level,50-60%,0-35,0,120,N,Pass,-71.0,268.0,268,166.0,880.0,3360.0,0.9230769230769231,80.0
22090,FFF,2013J,597627,M,South East Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,-63.0,268.0,268,130.0,785.0,3600.0,0.9230769230769231,80.58333333333333
22092,FFF,2013J,597737,M,Scotland,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,-45.0,268.0,268,65.0,409.0,1494.0,0.9230769230769231,66.66666666666667
22093,FFF,2013J,597747,M,East Anglian Region,HE Qualification,10-20,0-35,0,90,N,Fail,-29.0,268.0,268,104.0,704.0,3063.0,0.9230769230769231,51.916666666666664
22095,FFF,2013J,597791,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-32.0,268.0,268,85.0,479.0,1989.0,0.9230769230769231,69.66666666666667
22096,FFF,2013J,597797,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-73.0,268.0,268,86.0,547.0,2549.0,0.9230769230769231,72.66666666666667
22097,FFF,2013J,597817,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,120,N,Fail,-74.0,268.0,268,12.0,67.0,221.0,0.07692307692307693,66.0
22098,FFF,2013J,597880,M,North Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,-74.0,11.0,268,2.0,11.0,27.0,0.0,0.0
22099,FFF,2013J,597906,M,Scotland,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-52.0,268.0,268,93.0,646.0,2815.0,0.9230769230769231,71.25
22100,FFF,2013J,597912,M,South East Region,Lower Than A Level,90-100%,0-35,0,120,N,Fail,-45.0,268.0,268,79.0,584.0,2788.0,0.9230769230769231,70.5
22101,FFF,2013J,598001,M,London Region,Lower Than A Level,50-60%,0-35,0,90,N,Fail,-46.0,268.0,268,30.0,231.0,842.0,0.38461538461538464,66.0
22102,FFF,2013J,598032,F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,-59.0,268.0,268,35.0,216.0,562.0,0.23076923076923078,72.33333333333333
22103,FFF,2013J,598077,M,Wales,Lower Than A Level,80-90%,0-35,0,60,N,Pass,-43.0,268.0,268,37.0,323.0,1601.0,0.9230769230769231,71.58333333333333
22105,FFF,2013J,598215,M,South Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-56.0,268.0,268,127.0,751.0,3765.0,0.9230769230769231,65.83333333333333
22106,FFF,2013J,598235,M,South Region,HE Qualification,10-20,0-35,0,120,N,Fail,-36.0,268.0,268,22.0,129.0,343.0,0.15384615384615385,57.0
22108,FFF,2013J,598285,M,South West Region,Lower Than A Level,10-20,35-55,0,120,Y,Pass,-71.0,268.0,268,94.0,597.0,2694.0,0.9230769230769231,80.33333333333333
22109,FFF,2013J,598294,M,London Region,HE Qualification,10-20,0-35,0,60,N,Pass,-32.0,268.0,268,69.0,506.0,2691.0,0.9230769230769231,86.41666666666667
22111,FFF,2013J,598306,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,N,Fail,-71.0,268.0,268,20.0,200.0,921.0,0.9230769230769231,67.83333333333333
22112,FFF,2013J,598353,M,West Midlands Region,HE Qualification,40-50%,35-55,0,150,N,Withdrawn,-29.0,9.0,268,9.0,37.0,86.0,0.0,0.0
22114,FFF,2013J,598478,F,Scotland,A Level or Equivalent,30-40%,35-55,0,120,N,Withdrawn,-44.0,97.0,268,53.0,345.0,1357.0,0.15384615384615385,81.0
22115,FFF,2013J,598480,M,London Region,Lower Than A Level,10-20,0-35,0,60,N,Fail,-65.0,268.0,268,18.0,105.0,363.0,0.15384615384615385,54.0
22116,FFF,2013J,598498,M,South East Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn,-67.0,103.0,268,27.0,256.0,1324.0,0.38461538461538464,84.4
22117,FFF,2013J,598543,M,East Anglian Region,Lower Than A Level,90-100%,0-35,0,90,N,Pass,-71.0,268.0,268,85.0,682.0,2540.0,0.9230769230769231,80.41666666666667
22118,FFF,2013J,598555,F,London Region,Lower Than A Level,10-20,0-35,0,120,N,Pass,-71.0,268.0,268,106.0,722.0,2487.0,0.9230769230769231,76.75
22119,FFF,2013J,598649,F,London Region,HE Qualification,20-30%,0-35,0,120,N,Fail,-67.0,268.0,268,95.0,713.0,2490.0,0.9230769230769231,67.25
22120,FFF,2013J,598666,M,London Region,No Formal quals,20-30%,0-35,0,120,N,Withdrawn,-60.0,153.0,268,27.0,177.0,485.0,0.23076923076923078,58.333333333333336
22122,FFF,2013J,598752,M,Ireland,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,-46.0,226.0,268,33.0,251.0,910.0,0.3076923076923077,62.0
22123,FFF,2013J,598757,M,South Region,A Level or Equivalent,90-100%,35-55,0,90,N,Withdrawn,-31.0,97.0,268,5.0,62.0,254.0,0.07692307692307693,71.0
22126,FFF,2013J,598887,M,South Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,-67.0,235.0,268,48.0,331.0,1220.0,0.7692307692307693,70.4
22127,FFF,2013J,598962,M,South East Region,A Level or Equivalent,80-90%,0-35,0,120,N,Withdrawn,-31.0,213.0,268,46.0,236.0,744.0,0.5384615384615384,77.42857142857143
22128,FFF,2013J,598966,M,South East Region,A Level or Equivalent,30-40%,0-35,0,120,Y,Pass,-67.0,268.0,268,184.0,900.0,3887.0,0.9230769230769231,75.83333333333333
22129,FFF,2013J,598983,M,Scotland,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,-28.0,268.0,268,100.0,683.0,3142.0,0.9230769230769231,76.75
22130,FFF,2013J,599094,M,Ireland,A Level or Equivalent,80-90%,0-35,0,90,N,Pass,-35.0,268.0,268,37.0,267.0,1189.0,0.9230769230769231,77.0
22132,FFF,2013J,599114,M,Scotland,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn,-36.0,30.0,268,2.0,27.0,66.0,0.0,0.0
22133,FFF,2013J,599168,M,East Midlands Region,Lower Than A Level,50-60%,35-55,0,60,N,Fail,-63.0,268.0,268,24.0,125.0,393.0,0.07692307692307693,92.0
22135,FFF,2013J,599245,M,South Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,-60.0,268.0,268,121.0,711.0,2717.0,0.9230769230769231,83.25
22137,FFF,2013J,599297,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,120,N,Fail,-57.0,268.0,268,14.0,66.0,128.0,0.15384615384615385,70.0
22139,FFF,2013J,599370,M,East Anglian Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,-58.0,268.0,268,168.0,969.0,3679.0,0.6923076923076923,78.88888888888889
22140,FFF,2013J,599445,F,Scotland,HE Qualification,40-50%,0-35,0,90,N,Pass,-32.0,268.0,268,121.0,825.0,2993.0,0.9230769230769231,81.41666666666667
22142,FFF,2013J,599559,M,East Anglian Region,HE Qualification,20-30%,0-35,0,60,N,Distinction,-31.0,268.0,268,114.0,914.0,3668.0,0.9230769230769231,89.25
22143,FFF,2013J,599568,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,120,N,Fail,-53.0,268.0,268,15.0,92.0,322.0,0.15384615384615385,69.0
22144,FFF,2013J,599570,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,-66.0,268.0,268,27.0,140.0,235.0,0.23076923076923078,46.333333333333336
22145,FFF,2013J,599595,M,South East Region,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn,-66.0,93.0,268,32.0,230.0,965.0,0.23076923076923078,49.0
22146,FFF,2013J,599663,M,North Region,HE Qualification,30-40%,0-35,0,60,N,Pass,-42.0,268.0,268,101.0,728.0,2904.0,0.9230769230769231,83.75
22148,FFF,2013J,599718,M,Scotland,HE Qualification,30-40%,0-35,0,90,N,Pass,-53.0,268.0,268,86.0,537.0,2054.0,0.9230769230769231,89.25
22149,FFF,2013J,599783,M,Ireland,A Level or Equivalent,50-60%,0-35,0,90,N,Pass,-45.0,268.0,268,80.0,597.0,2384.0,0.9230769230769231,62.333333333333336
22150,FFF,2013J,599795,M,London Region,Lower Than A Level,50-60%,35-55,0,60,N,Withdrawn,-32.0,180.0,268,23.0,116.0,303.0,0.3076923076923077,20.0
22151,FFF,2013J,599805,M,South Region,A Level or Equivalent,40-50%,0-35,0,180,N,Withdrawn,-65.0,61.0,268,46.0,360.0,2253.0,0.23076923076923078,64.0
22152,FFF,2013J,599816,M,East Anglian Region,HE Qualification,90-100%,0-35,0,120,Y,Pass,-31.0,268.0,268,106.0,817.0,3338.0,0.9230769230769231,81.75
22153,FFF,2013J,599857,M,Scotland,Lower Than A Level,20-30%,35-55,0,90,N,Pass,-28.0,268.0,268,161.0,730.0,3124.0,0.9230769230769231,86.25
22154,FFF,2013J,599907,F,Scotland,HE Qualification,60-70%,0-35,0,60,N,Fail,-37.0,268.0,268,46.0,282.0,855.0,0.23076923076923078,63.333333333333336
22155,FFF,2013J,599957,M,North Western Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,-30.0,65.0,268,22.0,190.0,596.0,0.15384615384615385,73.0
22156,FFF,2013J,599994,M,North Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,-63.0,95.0,268,3.0,30.0,147.0,0.0,0.0
22158,FFF,2013J,600224,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,120,Y,Pass,-63.0,268.0,268,98.0,761.0,3517.0,0.9230769230769231,81.58333333333333
22159,FFF,2013J,600243,M,Scotland,HE Qualification,50-60%,0-35,0,60,N,Pass,-38.0,268.0,268,51.0,446.0,1972.0,0.8461538461538461,88.72727272727273
22160,FFF,2013J,600367,M,North Western Region,Lower Than A Level,30-40%,0-35,0,90,Y,Fail,-60.0,268.0,268,34.0,184.0,666.0,0.23076923076923078,46.666666666666664
22161,FFF,2013J,600436,F,West Midlands Region,HE Qualification,20-30%,0-35,0,120,Y,Withdrawn,-63.0,177.0,268,126.0,867.0,2600.0,0.7692307692307693,63.2
22162,FFF,2013J,600515,M,North Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,-63.0,268.0,268,26.0,222.0,681.0,0.15384615384615385,69.0
22163,FFF,2013J,600542,M,Ireland,A Level or Equivalent,10-20,0-35,0,90,N,Pass,-42.0,268.0,268,96.0,704.0,2347.0,0.9230769230769231,79.25
22164,FFF,2013J,600558,M,Scotland,Lower Than A Level,40-50%,0-35,0,60,N,Pass,-31.0,268.0,268,93.0,611.0,3230.0,0.9230769230769231,73.91666666666667
22165,FFF,2013J,600615,M,South West Region,Lower Than A Level,0-10%,0-35,0,90,N,Withdrawn,-25.0,108.0,268,32.0,222.0,648.0,0.15384615384615385,60.0
22167,FFF,2013J,600682,M,South Region,HE Qualification,60-70%,0-35,0,90,N,Pass,-43.0,268.0,268,95.0,736.0,3123.0,0.9230769230769231,66.16666666666667
22168,FFF,2013J,600746,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,-60.0,43.0,268,37.0,310.0,1213.0,0.15384615384615385,86.0
22169,FFF,2013J,600748,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,-62.0,17.0,268,6.0,56.0,217.0,0.0,0.0
22170,FFF,2013J,600808,M,South Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,-53.0,199.0,268,7.0,52.0,172.0,0.15384615384615385,72.0
22172,FFF,2013J,600944,M,South Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,-60.0,268.0,268,13.0,146.0,900.0,0.9230769230769231,65.0
22173,FFF,2013J,600947,M,South Region,Lower Than A Level,20-30%,0-35,0,120,N,Fail,-53.0,268.0,268,9.0,48.0,155.0,0.07692307692307693,74.0
22174,FFF,2013J,600991,M,Scotland,HE Qualification,30-40%,0-35,0,90,N,Pass,-32.0,268.0,268,90.0,522.0,2067.0,0.9230769230769231,71.33333333333333
22175,FFF,2013J,601021,M,Ireland,HE Qualification,20-30%,0-35,0,90,N,Pass,-38.0,268.0,268,90.0,690.0,3119.0,0.9230769230769231,68.75
22176,FFF,2013J,601040,M,East Anglian Region,Lower Than A Level,0-10%,0-35,0,120,N,Pass,-36.0,268.0,268,104.0,662.0,2882.0,0.7692307692307693,81.3
22177,FFF,2013J,601042,M,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,-60.0,268.0,268,55.0,473.0,1976.0,0.9230769230769231,61.0
22178,FFF,2013J,601074,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,90,N,Withdrawn,-52.0,47.0,268,26.0,171.0,533.0,0.15384615384615385,82.5
22179,FFF,2013J,601080,M,Wales,Lower Than A Level,10-20,0-35,0,60,N,Fail,-51.0,268.0,268,4.0,37.0,88.0,0.07692307692307693,84.0
